"STATION","NAME","DATE","AWND","DAEV","DASF","DAWM","EVAP","FMTM","MDEV","MDSF","MDWM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WDMV","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-07",,,,,,,,,,,"0.00",,"0.0",,,"87","70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-08",,,,,,,,,,,"0.02",,"0.0",,,"80","74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-09",,,,,,,,,,,"0.00",,"0.0",,,"89","71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-10",,,,,,,,,,,"0.00",,"0.0",,,"79","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-11",,,,,,,,,,,"0.00",,"0.0",,,"76","61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-12",,,,,,,,,,,"0.47",,"0.0",,,"72","66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-13",,,,,,,,,,,"0.02",,"0.0",,,"72","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-14",,,,,,,,,,,"0.00",,"0.0",,,"77","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-15",,,,,,,,,,,"0.00",,"0.0",,,"84","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-16",,,,,,,,,,,"0.00",,"0.0",,,"94","74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-17",,,,,,,,,,,"0.03",,"0.0",,,"87","77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-18",,,,,,,,,,,"0.00",,"0.0",,,"81","73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-19",,,,,,,,,,,"0.00",,"0.0",,,"83","69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-20",,,,,,,,,,,"0.00",,"0.0",,,"84","67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-21",,,,,,,,,,,"4.19",,"0.0",,,"72","63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-22",,,,,,,,,,,"0.13",,"0.0",,,"70","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-23",,,,,,,,,,,"0.00",,"0.0",,,"70","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-24",,,,,,,,,,,"0.00",,"0.0",,,"80","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-25",,,,,,,,,,,"0.00",,"0.0",,,"84","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-26",,,,,,,,,,,"0.00",,"0.0",,,"84","65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-27",,,,,,,,,,,"0.01",,"0.0",,,"80","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-28",,,,,,,,,,,"0.00",,"0.0",,,"70","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-29",,,,,,,,,,,"0.00",,"0.0",,,"76","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-30",,,,,,,,,,,"0.00",,"0.0",,,"83","61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-08-31",,,,,,,,,,,"0.00",,"0.0",,,"79","66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-01",,,,,,,,,,,"0.13",,"0.0",,,"80","70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-02",,,,,,,,,,,"0.00",,"0.0",,,"76","63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-03",,,,,,,,,,,"0.00",,"0.0",,,"74","60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-04",,,,,,,,,,,"0.00",,"0.0",,,"70","62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-05",,,,,,,,,,,"0.00",,"0.0",,,"74","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-06",,,,,,,,,,,"0.00",,"0.0",,,"57","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-07",,,,,,,,,,,"0.00",,"0.0",,,"63","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-08",,,,,,,,,,,"1.67",,"0.0",,,"76","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-09",,,,,,,,,,,"0.80",,"0.0",,,"71","68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-10",,,,,,,,,,,"0.25",,"0.0",,,"74","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-11",,,,,,,,,,,"0.97",,"0.0",,,"69","58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-12",,,,,,,,,,,"0.10",,"0.0",,,"80","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-13",,,,,,,,,,,"0.72",,"0.0",,,"70","55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-14",,,,,,,,,,,"0.00",,"0.0",,,"69","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-15",,,,,,,,,,,"0.00",,"0.0",,,"72","52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-16",,,,,,,,,,,"0.16",,"0.0",,,"72","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-17",,,,,,,,,,,"1.14",,"0.0",,,"73","70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-18",,,,,,,,,,,"0.29",,"0.0",,,"76","66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-19",,,,,,,,,,,"0.00",,"0.0",,,"70","64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-20",,,,,,,,,,,"0.45",,"0.0",,,"74","65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-21",,,,,,,,,,,"1.30",,"0.0",,,"71","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-22",,,,,,,,,,,"0.00",,"0.0",,,"66","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-23",,,,,,,,,,,"0.00",,"0.0",,,"65","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-24",,,,,,,,,,,"0.00",,"0.0",,,"69","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-25",,,,,,,,,,,"0.06",,"0.0",,,"58","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-26",,,,,,,,,,,"0.12",,"0.0",,,"70","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-27",,,,,,,,,,,"0.00",,"0.0",,,"70","57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-28",,,,,,,,,,,"0.00",,"0.0",,,"59","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-29",,,,,,,,,,,"0.00",,"0.0",,,"53","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-09-30",,,,,,,,,,,"0.00",,"0.0",,,"52","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-01",,,,,,,,,,,"0.03",,"0.0",,,"60","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-02",,,,,,,,,,,"0.01",,"0.0",,,"63","44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-03",,,,,,,,,,,"0.00",,"0.0",,,"47","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-04",,,,,,,,,,,"0.00",,"0.0",,,"55","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-05",,,,,,,,,,,"0.00",,"0.0",,,"66","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-06",,,,,,,,,,,"2.05",,"0.0",,,"62","55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-07",,,,,,,,,,,"0.00",,"0.0",,,"62","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-08",,,,,,,,,,,"0.00",,"0.0",,,"56","41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-09",,,,,,,,,,,"0.00",,"0.0",,,"43","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-10",,,,,,,,,,,"0.00",,"0.0",,,"52","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-11",,,,,,,,,,,"0.00",,"0.0",,,"49","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-12",,,,,,,,,,,"0.21",,"0.0",,,"55","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-13",,,,,,,,,,,"0.01",,"0.0",,,"57","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-14",,,,,,,,,,,"0.02",,"0.0",,,"49","44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-15",,,,,,,,,,,"0.00",,"0.0",,,"54","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-16",,,,,,,,,,,"0.06",,"0.0",,,"59","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-17",,,,,,,,,,,"0.27",,"0.0",,,"56","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-18",,,,,,,,,,,"0.00",,"0.0",,,"53","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-19",,,,,,,,,,,"0.35",,"0.0",,,"56","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-20",,,,,,,,,,,"0.05",,"0.0",,,"54","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-21",,,,,,,,,,,"0.00",,"0.0",,,"43","34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-22",,,,,,,,,,,"0.00",,"0.0",,,"48","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-23",,,,,,,,,,,"0.16",,"0.0",,,"52","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-24",,,,,,,,,,,"0.23",,"0.0",,,"57","46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-25",,,,,,,,,,,"0.00",,"0.0",,,"62","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-26",,,,,,,,,,,"0.00",,"0.0",,,"55","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-27",,,,,,,,,,,"0.74",,"0.0",,,"59","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-28",,,,,,,,,,,"0.14",,"0.0",,,"59","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-29",,,,,,,,,,,"0.00",,"0.0",,,"52","42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-30",,,,,,,,,,,"0.00",,"0.0",,,"46","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-10-31",,,,,,,,,,,"0.00",,"0.0",,,"59","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-01",,,,,,,,,,,"0.00",,"0.0",,,"69","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-02",,,,,,,,,,,"0.00",,"0.0",,,"72","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-03",,,,,,,,,,,"0.04",,"0.0",,,"63","44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-04",,,,,,,,,,,"0.00",,"0.0",,,"59","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-05",,,,,,,,,,,"0.00",,"0.0",,,"60","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-06",,,,,,,,,,,"0.01",,"0.0",,,"68","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-07",,,,,,,,,,,"0.00",,"0.0",,,"61","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-08",,,,,,,,,,,"0.10",,"0.0",,,"51","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-09",,,,,,,,,,,"0.31",,"0.0",,,"68","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-10",,,,,,,,,,,"1.44",,"0.0",,,"67","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-11",,,,,,,,,,,"0.00",,"0.0",,,"51","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-12",,,,,,,,,,,"0.00",,"0.0",,,"51","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-13",,,,,,,,,,,"0.00",,"0.0",,,"52","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-14",,,,,,,,,,,"0.00",,"0.0",,,"56","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-15",,,,,,,,,,,"1.21",,"0.0",,,"55","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-16",,,,,,,,,,,"0.01",,"0.0",,,"59","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-17",,,,,,,,,,,"0.00",,"0.0",,,"43","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-18",,,,,,,,,,,"0.00",,"0.0",,,"43","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-19",,,,,,,,,,,"0.50",,"0.0",,,"57","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-20",,,,,,,,,,,"0.00",,"0.0",,,"48","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-21",,,,,,,,,,,"0.00",,"0.0",,,"34","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-22",,,,,,,,,,,"0.00",,"0.0",,,"34","24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-23",,,,,,,,,,,"0.00",,"0.0",,,"33","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-24",,,,,,,,,,,"0.00",,"0.0",,,"39","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-25",,,,,,,,,,,"0.12",,"1.5",,,"33","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-26",,,,,,,,,,,"0.28",,"0.0",,,"41","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-27",,,,,,,,,,,"0.01",,"0.0",,,"46","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-28",,,,,,,,,,,"0.00",,"0.0",,,"45","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-29",,,,,,,,,,,"0.00",,"0.0",,,"42","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-11-30",,,,,,,,,,,"0.01",,"0.0",,,"46","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-01",,,,,,,,,,,"0.00",,"0.0",,,"42","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-02",,,,,,,,,,,"0.00",,"0.0",,,"44","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-03",,,,,,,,,,,"0.00",,"0.0",,,"38","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-04",,,,,,,,,,,"0.00",,"0.0",,,"39","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-05",,,,,,,,,,,"0.00",,"0.0",,,"47","35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-06",,,,,,,,,,,"0.06",,"0.0",,,"43","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-07",,,,,,,,,,,"0.00",,"0.0",,,"40","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-08",,,,,,,,,,,"0.00",,"0.0",,,"47","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-09",,,,,,,,,,,"0.26",,"0.0",,,"43","37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-10",,,,,,,,,,,"0.00",,"0.0",,,"42","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-11",,,,,,,,,,,"0.31",,"0.0",,,"40","36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-12",,,,,,,,,,,"0.00",,"0.0",,,"37","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-13",,,,,,,,,,,"0.00",,"0.0",,,"30","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-14",,,,,,,,,,,"0.00",,"0.0",,,"22","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-15",,,,,,,,,,,"0.00",,"0.0",,,"34","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-16",,,,,,,,,,,"0.00",,"0.0",,,"50","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-17",,,,,,,,,,,"2.28",,"0.0",,,"55","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-18",,,,,,,,,,,"0.05",,"0.0",,,"52","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-19",,,,,,,,,,,"0.00",,"0.0",,,"29","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-20",,,,,,,,,,,"0.00",,"0.0",,,"27","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-21",,,,,,,,,,,"0.00",,"0.0",,,"33","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-22",,,,,,,,,,,"0.00",,"0.0",,,"21","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-23",,,,,,,,,,,"0.00",,"0.0",,,"36","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-24",,,,,,,,,,,"0.00",,"0.0",,,"47","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-25",,,,,,,,,,,"0.00",,"0.0",,,"51","34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-26",,,,,,,,,,,"0.04",,"0.0",,,"54","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-27",,,,,,,,,,,"0.37",,"0.0",,,"54","34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-28",,,,,,,,,,,"0.00",,"0.0",,,"38","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-29",,,,,,,,,,,"0.00",,"0.0",,,"38","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1888-12-30",,,,,,,,,,,"0.00",,"0.0",,,"45","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
