"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-20",,"90","76"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-21",,"84","70"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-22",,"89","67"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-23",,"94","74"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-24",,"96","76"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-25",,"87","71"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-26",,"84","67"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-27",,"87","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-28",,"89","67"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-29",,"90","70"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-06-30",,"85","70"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-01",,"91","68"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-02",,"94","70"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-03",,"76","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-04",,"66","56"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-05",,"79","55"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-06",,"83","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-07",,"76","60"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-08",,"85","59"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-09",,"70","57"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-10",,"79","54"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-11",,"84","61"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-12",,"88","66"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-13",,"96","75"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-14",,"93","74"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-15",,"91","68"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-16",,"96","72"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-17",,"94","77"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-18",,"90","70"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-19",,"82","68"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-20",,"89","70"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-21",,"80","67"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-22",,"75","68"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-23",,"73","66"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-24",,"83","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-25",,"87","70"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-26",,"99","74"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-27",,"97","76"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-28",,"83","69"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-29",,"74","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-30",,"78","61"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-07-31",,"83","60"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-01",,"87","66"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-02",,"93","73"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-03",,"91","70"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-04",,"80","65"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-05",,"73","59"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-06",,"77","57"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-07",,"81","60"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-08",,"83","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-09",,"78","68"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-10",,"83","69"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-11",,"71","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-12",,"76","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-13",,"75","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-14",,"76","61"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-15",,"84","71"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-16",,"91","66"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-17",,"77","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-18",,"69","60"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-19",,"71","58"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-20",,"73","62"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-21",,"72","57"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-22",,"74","55"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-23",,"76","56"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-24",,"78","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-25",,"73","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-26",,"81","61"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-27",,"86","71"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-28",,"75","65"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-29",,"76","60"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-30",,"74","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-08-31",,"80","67"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-01",,"85","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-02",,"77","62"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-03",,"67","52"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-04",,"69","49"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-05",,"80","52"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-06",,"87","62"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-07",,"74","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-08",,"72","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-09",,"74","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-10",,"71","59"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-11",,"73","55"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-12",,"75","53"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-13",,"77","56"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-14",,"80","65"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-15",,"83","62"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-16",,"85","68"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-17",,"82","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-18",,"84","60"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-19",,"84","64"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-20",,"69","56"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-21",,"65","53"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-22",,"64","52"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-23",,"65","54"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-24",,"69","50"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-25",,"79","53"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-26",,"68","56"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-09-29",,"77","54"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-01",,"59","48"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-02",,"79","46"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-03",,"87","60"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-04",,"76","61"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-05",,"88","59"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-06",,"85","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-07",,"85","65"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-08",,"84","67"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-09",,"75","52"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-10",,"68","48"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-11",,"76","49"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-12",,"82","63"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-13",,"74","46"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-14",,"48","38"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-15",,"54","35"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-16",,"54","44"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-17",,"53","39"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-18",,"57","38"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-19",,"65","39"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-20",,"53","40"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-21",,"49","38"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-22",,"44","33"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-23",,"54","38"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-24",,"50","42"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-25",,"51","46"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-26",,"46","34"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-27",,"39","29"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-28",,"52","28"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-29",,"58","35"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-30",,"62","44"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-10-31",,"65","53"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-01",,"57","43"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-02",,"44","33"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-03",,"39","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-04",,"39","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-05",,"48","36"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-06",,"47","43"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-07",,"47","40"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-08",,"47","40"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-09",,"45","41"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-10",,"42","31"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-11",,"33","26"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-12",,"34","20"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-13",,"37","28"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-14",,"38","34"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-15",,"35","25"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-16",,"28","18"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-17",,"35","18"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-18",,"40","26"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-19",,"35","22"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-20",,"46","27"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-21",,"42","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-22",,"46","27"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-23",,"32","22"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-24",,"37","16"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-25",,"57","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-26",,"52","34"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-27",,"49","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-28",,"56","44"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-29",,"51","44"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-11-30",,"47","38"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-01",,"41","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-02",,"40","36"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-03",,"38","35"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-04",,"35","28"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-05",,"30","22"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-06",,"32","25"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-07",,"31","27"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-08",,"31","26"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-09",,"35","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-10",,"36","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-11",,"36","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-12",,"32","24"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-13",,"35","22"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-14",,"41","21"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-15",,"47","28"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-16",,"46","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-17",,"48","27"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-18",,"46","33"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-19",,"51","31"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-20",,"38","31"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-21",,"37","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-22",,"37","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-23",,"39","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-24",,"35","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-25",,"36","26"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-26",,"33","25"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-27",,"31","19"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-28",,"34","19"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-29",,"33","26"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-30",,"28","18"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1997-12-31",,"24","13"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-01",,"43","15"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-02",,"50","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-03",,"57","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-04",,"56","35"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-05",,"56","41"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-06",,"47","39"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-07",,"41","35"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-08",,"35","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-09",,"34","20"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-10",,"20","9"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-11",,"27","11"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-12",,"32","16"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-13",,"16","2"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-14",,"28","9"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-15",,"31","25"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-16",,"29","26"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-17",,"29","19"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-18",,"28","9"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-19",,"29","17"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-20",,"29","19"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-21",,"32","28"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-22",,"32","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-23",,"32","24"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-24",,"31","23"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-25",,"32","25"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-26",,"39","25"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-27",,"35","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-28",,"42","29"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-29",,"41","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-30",,"33","29"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-01-31",,"41","28"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-01",,"47","34"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-02",,"41","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-03",,"40","29"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-04",,"35","31"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-05",,"35","29"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-06",,"41","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-07",,"40","29"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-08",,"43","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-09",,"48","28"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-10",,"48","29"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-11",,"45","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-12",,"39","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-13",,"39","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-14",,"42","33"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-15",,"52","34"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-16",,"44","39"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-17",,"44","39"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-18",,"39","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-19",,"41","37"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-20",,"44","35"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-21",,"45","34"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-22",,"49","39"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-23",,"47","34"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-24",,"54","39"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-25",,"57","35"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-26",,"63","46"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-27",,"53","38"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-02-28",,"50","35"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-01",,"39","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-02",,"37","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-03",,"37","31"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-04",,"38","30"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-05",,"39","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-06",,"39","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-07",,"43","32"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-08",,"39","36"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-09",,"36","17"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-10",,"23","13"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-11",,"22","13"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-12",,"24","8"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-13",,"39","17"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-14",,"34","22"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-15",,"30","22"
"USW00014819","CHICAGO MIDWAY AIRPORT, IL US","1998-03-16",,"36","29"
